id,source,title,type,transaction,price,priceDisplay,currency,area,pricePerM2,location,province,district,lat,lng,bedrooms,bathrooms,floors,frontage,description,imageUrl,url,postedAt,scrapedAt
alonhadat-16394068,alonhadat,KHÁCH SẠN 4 SAO 12 TẦNG THANG MÁY XUÂN THÀNH LUXURY HẠ LONG QUẢNG NINH 225m 60 TỶ,House,SALE,60000000000,Giá: 60 tỷ,VND,225,266666667,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,43,,12,30,"KHÁCH SẠN 4 SAO XUÂN THÀNH LUXURY, HẠ LONG, QUẢNG NINH

KHÁCH SẠN 4 SAO TRUNG TÂM DU LỊCH LỚN NHẤT MIỀN BẮC - THÔNG SỐ ĐẸP- PHÁP LÝ CHUẨN MỰC - GIÁ ĐẦU TƯ .DÒNG TIỀN 5 TỶ/NĂM

Khách sạn XUÂN THÀNH Luxury tọa lạc tại ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/4/26/thumbnails/016394068-1123-ban-nha-hang-khach-san-quang-ninh-chinh-chu.jpg,https://alonhadat.com.vn/khach-san-4-sao-12-tang-thang-may-xuan-thanh-luxury-ha-long-quang-ninh-225m-60-ty-16394068.html,2026-04-10,2026-04-10T15:34:29.453Z
alonhadat-17316749,alonhadat,KHÁCH SẠN 3 SAO 8 TẦNG THANG MÁY ĐẦY ĐỦ GPXD & PCCC BÃI CHÁY HẠ LONG 220m 35 TỶ,House,SALE,35000000000,Giá: 35 tỷ,VND,220,159090909,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,24,,8,40,"KHÁCH SAN TIÊU CHUẨN 3 SAO - VỊ TRÍ ĐẮC ĐỊA - TRUNG TÂM BÃI CHÁY - HẠ LONG - KINH DOANH CỰC ĐỈNH 

DOANH THU TRUNG HÌNH 250TR/ THÁNG.

- Vị trí thuận tiện, địa chỉ: Hải Quân, Phường Bãi Cháy, TP Hạ Long, Quảng Ninh.
......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/9/16/thumbnails/017316749-2013-ban-nha-hang-khach-san-quang-ninh-chinh-chu.jpg,https://alonhadat.com.vn/khach-san-3-sao-8-tang-thang-may-day-du-gpxd-pccc-bai-chay-ha-long-220m-30-ty-17316749.html,2026-04-10,2026-04-10T15:34:29.454Z
alonhadat-17100047,alonhadat,"Bán đất xây Khách Sạn Mặt Phố Hoàng Quốc Việt Bãi Cháy hạ Long 1381m2, MT 28m Full Thổ Cư",House,SALE,228000000000,Giá: 228 tỷ,VND,1381,165097755,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,,,,49,"Mảnh đất thuộc khu đô thị mới Hùng Thắng II, với mặt tiền là mặt phố Hoàng Quốc Việt, Bãi Cháy, Hạ Long Quảng Ninh. 
+ Thửa đất có vị trí đắc địa với hai mặt tiền đường, mặt trước mặt Đường Hoàng Quốc Việt, Mặt Sau mặt ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/8/11/thumbnails/017100047-4745-ban-nha-hang-khach-san-thanh-pho-ha-long.jpg,https://alonhadat.com.vn/ban-dat-xay-khach-san-mat-pho-hoang-quoc-viet-bai-chay-ha-long-1381m2-mt-28m-full-tho-cu-17100047.html,2026-04-10,2026-04-10T15:34:29.454Z
alonhadat-18145196,alonhadat,Bán Khách Sạn 4* Hạ Long 2389m2 9 tầng 4 mặt View Biển đắc địa vô cùng,House,SALE,87000000,Giá: 87 triệu / m²,VND,2389,36417,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,110,,9,23,"Bán Khách Sạn 4* Hạ Long 2389m2 9 tầng 4 mặt View Biển đắc địa vô cùng
KHÁCH SẠN HẠ LONG QUẢNG LINH -  ĐẠT CHUẨN 4* - KINH DOANH TUYỆT VỜI – VỚI 4 MẶT VIEW BIỂN – GIÁ ĐẦU TƯ
Tổng diện tích sổ ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/1/28/thumbnails/018145196-0147-ban-nha-hang-khach-san-quang-ninh.jpg,https://alonhadat.com.vn/ban-khach-san-4-ha-long-2389m2-9-tang-4-mat-view-bien-dac-dia-vo-cung-18145196.html,2026-04-10,2026-04-10T15:34:29.455Z
alonhadat-18219957,alonhadat,"chuyển nhượng khách sạn 4 sao 7,000m2- 110 phòng- mặt tiền 60m- đẹp nhất hạ long- 170 tỷ",House,SALE,170000000000,Giá: 170 tỷ,VND,2000,85000000,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,110,,15,20,"bán khách sạn 4 sao quốc tế- view ôm trọn vịnh hạ long
dt: 2,100 m2 - mặt tiền 60m
tổng sàn: 7,000 m2 
full công năng của khách sạn 4 sao đạt chuẩn 5 sao 
số pn: 110 phòng
có đầy đủ hồ bơi onsen- trung tâm sự kiện- ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/2/28/thumbnails/018219957-5902-ban-nha-hang-khach-san-quang-ninh.jpg,https://alonhadat.com.vn/chuyen-nhuong-khach-san-4-sao-7-000m2-110-phong-mat-tien-60m-dep-nhat-ha-long-195-ty-18219957.html,2026-04-10,2026-04-10T15:34:29.455Z
alonhadat-18223263,alonhadat,TUẦN CHÂU MORNING STAR HOTEL ⭐️⭐️⭐️⭐️ - 120 PHÒNG- VIEW ÔM TRỌN VỊNH TUẦN CHÂU- 169 TỶ,House,SALE,169000000000,Giá: 169 tỷ,VND,2900,58275862,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,120,,15,,"TUẦN CHÂU MORNING ⭐️⭐️⭐️⭐️ 4 STAR HOTEL FOR SALE
------
📍 Đảo Tuần Châu – Hạ Long
-  Trung tâm du lịch quốc gia, điểm xuất phát du thuyền cao cấp
-  Kết nối nghỉ dưỡng – giải trí – MICE – du lịch biển
-  View 4 mặt......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/3/1/thumbnails/018223263-4341-ban-nha-hang-khach-san-quang-ninh-chinh-chu.jpg,https://alonhadat.com.vn/tuan-chau-morning-star-hotel-120-phong-view-om-tron-vinh-tuan-chau-169-ty-18223263.html,2026-04-10,2026-04-10T15:34:29.455Z
alonhadat-15134726,alonhadat,"Bán căn liền kề 5 tầng, thuận tiện làm khách sạn mini 16 phòng, cạnh Sun World giá gốc CĐT",House,SALE,14500000000,"Giá: 14,5 tỷ",VND,120,120833333,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,14,,5,10,"Nhanh tay sở hữu cơ hội trở thành chủ Nhà Hàng - Khách Sạn - Cơ sở giải trí hàng đầu tại quần thể biển Bãi Cháy - Hạ Long với:
 Những căn shophouse chuẩn Châu  u đẹp tới mê hồn !
Nằm trên mảnh đất di sản và là quỹ đất ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/5/5/thumbnails/015134726-5011-ban-nha-hang-khach-san-thanh-pho-ha-long-chinh-chu.jpg,https://alonhadat.com.vn/ban-can-lien-ke-5-tang-thuan-tien-lam-khach-san-mini-16-phong-canh-sun-world-gia-goc-cdt-15134726.html,2026-04-10,2026-04-10T15:34:29.456Z
alonhadat-16435962,alonhadat,"Bán khách sạn 5* trung tâm Bãi Cháy- Hạ Long, 32 phòng, đi bộ 2p ra bãi tắm, giá 38,5 tỷ",House,SALE,38500000000,"Giá: 38,5 tỷ",VND,240,160416667,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,32,,5,10,"Cần bán khách sạn tc 5 sao trung tâm Bãi Cháy - Hạ Long 32 phòng
Mặt tiền 15m, Hướng đông nam.
- Khách sạn được thiết kế theo phong cách Châu Âu sang trọng và hiện đại, đẹp nhất Hạ Long, thuộc khu trung tâm du lịch sầm......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/9/19/thumbnails/016435962-3627-ban-nha-hang-khach-san-quang-ninh-gia-re.jpg,https://alonhadat.com.vn/ban-khach-san-5-trung-tam-bai-chay-ha-long-32-phong-di-bo-2p-ra-bai-tam-canh-cong-vi-16435962.html,2026-04-10,2026-04-10T15:34:29.456Z
alonhadat-16728205,alonhadat,"cần Bán gấp nhà xây làm khách sạn mini ngay cạnh công viên Sun World giá 13,8 tỷ",House,SALE,13000000000,Giá: 13 tỷ,VND,120,108333333,"Quận 1, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 1,,,16,,5,10,"Chính chủ gửi bán gấp căn liền kề thuận tiện làm khách sạn 16 phòng hạng Superior và Deluxe sang trọng tại trung tâm du lịch Bãi Cháy, thành phố Hạ Long, kinh doanh cực tốt với lượng khách du lịch cực lớn.
Vị trí trung ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/6/16/thumbnails/016728205-1732-ban-biet-thu-nha-lien-ke-quang-ninh.jpg,https://alonhadat.com.vn/ban-nha-xay-lam-khach-san-mini-ngay-canh-cong-vien-sun-world-gia-11-8-ty-16728205.html,2026-04-10,2026-04-10T15:34:29.457Z
alonhadat-18443445,alonhadat,BÁN NHÀ KHU 2 VÀNG DANH - LÔ GÓC- Ô TÔ- GIÁ 790 TRIỆU.,House,SALE,790000000,Giá: 790 triệu,VND,126,6269841,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,35,"📢KHU VỰC TIỀM NĂNG TĂNG GIÁ CAO, NGÕ Ô TÔ, 2 MẶT TIỀN RỘNG.
🏵️VỊ TRÍ ĐẸP GẦN CÔNG VIÊN MỎ 1 PHÚT RA KHU PHỐ KINH OANH TẤP NẬP, GIAO THÔNG THUẬN LỢI thông các ngả  314, 274, đường Nguyễn Văn Cừ, viện Mỏ, trường học các......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/4/6/thumbnails/018443445-4313-ban-nha-trong-hem-thanh-pho-uong-bi.jpg,https://alonhadat.com.vn/ban-nha-khu-2-vang-danh-lo-goc-o-to-gia-790-trieu--18443445.html,2026-04-10,2026-04-10T15:34:30.893Z
alonhadat-18404602,alonhadat,"CHÍNH CHỦ BÁN ĐẤT KHU VÀNG DANH 2, 125M, MT 5M,",House,SALE,750000000,Giá: 750 triệu,VND,125,6000000,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,4,"🏠📢KHU VỰC TIỀM NĂNG TĂNG GIÁ CAO, NGÕ Ô TÔ, MẶT TIỀN RỘNG.
🏵️VỊ TRÍ ĐẸP GẦN CÔNG VIÊN MỎ 1 PHÚT RA KHU PHỐ KINH OANH TẤP NẬP, GIAO THÔNG THUẬN LỢI thông các ngả  314, 274, đường Nguyễn Văn Cừ, viện Mỏ, trường học các......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/3/31/thumbnails/018404602-1203-ban-nha-trong-hem-thanh-pho-uong-bi-chinh-chu.jpg,https://alonhadat.com.vn/chinh-chu-ban-dat-khu-vang-danh-2-125m-mt-5m--18404602.html,2026-04-10,2026-04-10T15:34:30.893Z
alonhadat-18461838,alonhadat,"Đất Uông bí và Mạo khê, 5,4*21, 5*16, 780 tr và 1,2 tỷ.",House,SALE,780000000,Giá: 780 triệu,VND,116,6724138,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,10,"Tôi chính chủ cần bán 2 lô đất ở Quảng Ninh với thông tin như sau:
1) Lô ở Mạo khê, Đông Triều DT 5*16 vuông đẹp, 79 m2 thổ cư, đường trước mặt 10 m. Đường thông gần trường học Mạo khê, gần trường Đại học Công nghiệp Qu......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/4/9/thumbnails/018461838-4046-dat-uong-bi-va-mao-khe-5-4-21-5-16-780-tr-va-1-2-ty-.jpg,https://alonhadat.com.vn/dat-uong-bi-va-mao-khe-5-4-21-5-16-780-tr-va-1-2-ty--18461838.html,2026-04-10,2026-04-10T15:34:30.893Z
alonhadat-16133960,alonhadat,"Đất Bắc sơn Uông bí 5,5*21 giá 800 tr, đất Đông triều 5*16 giá 1,3 tỷ.",House,SALE,800000000,Giá: 800 triệu,VND,110,7272727,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,5,"🔥🔥🔥 Tôi chính chủ cần bán đất Quảng Ninh với thông tin sau:

1) Đất khu 9 phường Bắc Sơn, TP Uông Bí. 500 m tới trung tâm hành chính. Hẻm trước đất hiện tại 4 m, có vỉa hè, quy hoạch mở rộng hẻm 7 m. Hẻm thông xe hơ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/3/23/thumbnails/016133960-1714-ban-dat-tho-cu-dat-o-thanh-pho-uong-bi-gia-re.jpg,https://alonhadat.com.vn/dat-bac-son-uong-bi-5-5-21-gia-800-tr-dat-dong-trieu-5-16-gia-1-3-ty--16133960.html,2026-04-10,2026-04-10T15:34:30.894Z
alonhadat-10476324,alonhadat,"Bán lô đất 99.36 m2 tại Khu đô thị Hoa Nhàn A, Yên Thanh, Uông Bí",House,SALE,21000000,Giá: 21 triệu / m²,VND,99,212121,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,15,"Chính chủ nhờ bán lô đất Khu đô thị Hoa Nhàn A.
+ DT sổ đỏ 99.36 m2, mặt tiền 5m sổ đỏ đầy đủ.
+ Lô đất quy hoạch đường 7m vỉa hè mỗi bên 5m.
+ Hạ tầng hoàn thiện, tiện ích đầy đủ, khu dân cư hiện hữu.
+ Vị trí đẹp t......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2022/4/25/thumbnails/010476324-4848-ban-dat-nen-lien-ke-dat-du-an-quang-ninh-chinh-chu.jpg,https://alonhadat.com.vn/ban-lo-dat-99-36-m2-tai-khu-do-thi-hoa-nhan-a-yen-thanh-uong-bi-10476324.html,2026-04-10,2026-04-10T15:34:30.894Z
alonhadat-17002235,alonhadat,"Bán82m2 đất mặt đường18 Nam Khê- Uông Bí Tục đường đi Hạ Long, Đông Triều giá chỉ hơn 2 tỷ",House,SALE,2300000000,"Giá: 2,3 tỷ",VND,82,28048780,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,30,"😀Cc bán 82m2 đất Nam Khê-tp Uông Bí tỉnh Quảng Ninh trên trục đường QL18 đi Hạ Long,Đông triều giá chỉ hơn 2,tỷ
+ Đất 2 mặt tiền, mặt đường  phù hợp kinh doanh buôn bán
+Khu vực đông dân cư, thuận lợi kinh doanh buôn ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2025/7/27/thumbnails/017002235-2320-ban-dat-tho-cu-dat-o-quang-ninh-gia-re.jpg,https://alonhadat.com.vn/ban82m2-dat-mat-duong18-nam-khe-uong-bi-tuc-duong-di-ha-long-dong-trieu-gia-chi-hon-2-ty-17002235.html,2026-04-08,2026-04-10T15:34:30.894Z
alonhadat-18220255,alonhadat,🔥 BÁN ĐẤT CHÍNH CHỦ – ĐƯỜNG HỒ YÊN TRUNG – P. YÊN TỬ (PHƯƠNG ĐÔNG CŨ) – TP UÔNG BÍ 🔥,House,SALE,8000000,Giá: 8 triệu / m²,VND,628,12739,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,7,"📍 Vị trí: Đường Hồ Yên Trung, khu Cửa Ngăn, phường Yên Tử (phường Phương Đông cũ), TP Uông Bí, Quảng Ninh
📌 Nằm sát sân golf Hồ Yên Trung – khu vực tiềm năng phát triển du lịch & nghỉ dưỡng

🔹 Diện tích: 627,7m²
�......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/2/28/thumbnails/20260228_025940_18220255_0.jpg,https://alonhadat.com.vn/-ban-dat-chinh-chu-duong-ho-yen-trung-p-yen-tu-phuong-dong-cu-tp-uong-bi--18220255.html,2026-04-08,2026-04-10T15:34:30.895Z
alonhadat-14943739,alonhadat,"Bán lô đất đường Yên Tử, Thôn Năm Mẫu 2, xã Thượng Yên Công, thành phố Uông Bí, Tỉnh Quảng",House,SALE,16000000,Giá: 16 triệu / m²,VND,165,96970,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,20,"Bán lô đất đường Yên Tử, Thôn Năm Mẫu 2, xã Thượng Yên Công, thành phố Uông Bí, Tỉnh Quảng Ninh.

- Diện tích 165m, mặt tiền 7,5m, hướng Đông.

- Trục đường kinh doanh buôn bán sầm uất, cạnh nhà hàng Tình Thương 1.
......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2024/8/14/thumbnails/014943739-2214-ban-lo-dat-duong-yen-tu-thon-nam-mau-2-xa-thuong-yen-cong-thanh-pho-uong-bi-tinh-quang.jpg,https://alonhadat.com.vn/ban-lo-dat-duong-yen-tu-thon-nam-mau-2-xa-thuong-yen-cong-thanh-pho-uong-bi-tinh-quang-14943739.html,2026-04-06,2026-04-10T15:34:30.895Z
alonhadat-14705921,alonhadat,Đất Phường Phương Đông tp Uông Bí gần trung tâm thương mại và ngã ba đường 10,House,SALE,5000000,Giá: 5 triệu / m²,VND,160,31250,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,8,"❤️❤️❤️Không có nhu cầu sử dụng gia đình cần bán mảnh đất thuộc khu Bí Trung -phường Phương Đông tp Uông Bí tỉnh Quảng Ninh
➡️giá cả hợp lý phù hợp đầu tư hoặc xây nhà
➡️Đường to ngõ ô tô tráng nhanh
Thuận tiện gần tru......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2024/6/28/thumbnails/014705921-0953-ban-dat-tho-cu-dat-o-quang-ninh.jpg,https://alonhadat.com.vn/dat-phuong-phuong-dong-tp-uong-bi-gan-trung-tam-thuong-mai-va-nga-ba-duong-10-14705921.html,2026-03-24,2026-04-10T15:34:30.895Z
alonhadat-18281215,alonhadat,Chính chủ bán 3 thửa đất liền kề KĐT Tân Thành (Uông Bí New City),House,SALE,11900000000,"Giá: 11,9 tỷ",VND,360,33055556,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,17,"Tôi chính chủ không có nhu cầu nên bán 3 thửa đất liền nhau, lô góc, phù hợp xây biệt thự, tại KĐT Tân Thành (Uông Bí New City - Vincom Uông Bí), cạnh Trường Quốc tế Stephen Hawking, CA phường Uông Bí.
Tổng diện tích 3 ......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/3/12/thumbnails/018281215-0407-ban-dat-nen-lien-ke-dat-du-an-quang-ninh-gia-re.jpg,https://alonhadat.com.vn/chinh-chu-ban-3-thua-dat-lien-ke-kdt-tan-thanh-uong-bi-new-city--18281215.html,2026-03-12,2026-04-10T15:34:30.896Z
alonhadat-18239314,alonhadat,"bán đất Uông bi, Yên tử Quảng Ninh, giá đầu tư",House,SALE,7000000000,Giá: 7 tỷ,VND,10,700000000,"Quận 3, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,Quận 3,,,,,,6,"Thông tin về diện tích tài sản:
Diện tích: 1.070.4 m2, đất ở: 700 m2, CLN: 370.4
ở rộng rãi xây mô hình nhà vườn, kinh Doanh: nhà hàng, kho, bãi

1. Hệ thống Chợ (thuận tiện sinh hoạt)
Khu vực này có lợi thế cực lớn......  << Xem chi tiết >>",https://alonhadat.com.vn/files/properties/2026/3/4/thumbnails/018239314-0058-ban-dat-tho-cu-dat-o-thanh-pho-uong-bi-chinh-chu.jpg,https://alonhadat.com.vn/ban-dat-uong-bi-yen-tu-quang-ninh-gia-dau-tu-18239314.html,2026-03-11,2026-04-10T15:34:30.896Z